Tag;英语;;;;;;;;;;X
THEYSURRENDER_SETUP;当他国执行一个战争目标;;;;;;;;;;X
THEYSURRENDER_HEADER;$foreign_minister$报告;;;;;;;;;;X
THEYSURRENDER_1;$AGRESSOR$已经对;;;;;;;;;;X
THEYSURRENDER_2;$TARGET$;;;;;;;;;;X
THEYSURRENDER_3;执行了$WARGOAL$;;;;;;;;;;X
THEYSURRENDER_4;*;;;;;;;;;;X
THEYSURRENDER_5;*;;;;;;;;;;X
THEYSURRENDER_6;*;;;;;;;;;;X
THEYSURRENDER_LOG;$TARGET$ 屈服了;;;;;;;;;;X
THEYSURRENDER_BTN1;好的;;;;;;;;;;X
THEYSURRENDER_BTN2;好的;;;;;;;;;;X
THEYSURRENDER_BTN3;查看;;;;;;;;;;X
THEYSURRENDER_MAP;投降！;;;;;;;;;;X
THEYSURRENDERUS_SETUP;当我国执行一个战争目标;;;;;;;;;;X
THEYSURRENDERUS_HEADER;$foreign_minister$报告;;;;;;;;;;X
THEYSURRENDERUS_1;我们已经对;;;;;;;;;;X
THEYSURRENDERUS_2;$TARGET$;;;;;;;;;;X
THEYSURRENDERUS_3;执行了$WARGOAL$;;;;;;;;;;X
THEYSURRENDERUS_4;*;;;;;;;;;;X
THEYSURRENDERUS_5;*;;;;;;;;;;X
THEYSURRENDERUS_6;*;;;;;;;;;;X
THEYSURRENDERUS_LOG;$TARGET$已经向我们屈服;;;;;;;;;;X
THEYSURRENDERUS_BTN1;好的;;;;;;;;;;X
THEYSURRENDERUS_BTN2;好的;;;;;;;;;;X
THEYSURRENDERUS_BTN3;查看;;;;;;;;;;X
THEYSURRENDERUS_MAP;投降！;;;;;;;;;;X
WESURRENDER_SETUP;当我国被执行一个战争目标;;;;;;;;;;X
WESURRENDER_HEADER;$foreign_minister$报告;;;;;;;;;;X
WESURRENDER_1;$AGRESSOR$已经对我国;;;;;;;;;;X
WESURRENDER_2;执行了$WARGOAL$;;;;;;;;;;X
WESURRENDER_3;;;;;;;;;;;X
WESURRENDER_4;*;;;;;;;;;;X
WESURRENDER_5;*;;;;;;;;;;X
WESURRENDER_6;*;;;;;;;;;;X
WESURRENDER_LOG;我们向$AGRESSOR$屈服了;;;;;;;;;;X
WESURRENDER_BTN1;好的;;;;;;;;;;X
WESURRENDER_BTN2;好的;;;;;;;;;;X
WESURRENDER_BTN3;查看;;;;;;;;;;X
WESURRENDER_MAP;投降！;;;;;;;;;;X
SURRENDER_PROGRESS_ATLEAST_TRIGGER;$COUNTRY$的投降可能至少$VALUE$%。\n;;;;;;;;;;X
SURRENDER_PROGRESS_NOT_TRIGGER;$COUNTRY$的投降可能不足$VALUE$%。\n;;;;;;;;;;X
great_patrotic_war;伟大的卫国战争;;;;;;;;;;X
fractured_government;分离政府;;;;;;;;;;X
