##################################################;;;;;;;;;;;X
# Abilities;;;;;;;;;;;X
##################################################;;;;;;;;;;;X
MAX_STRENGTH;最大兵力 ;;;;;;;;;;X
DEFAULT_ORG;组织度 ;;;;;;;;;;X
DEFAULT_MORALE;士气 ;;;;;;;;;;X
BUILD_COST_IC;IC消耗 ;;;;;;;;;;X
BUILD_COST_MP;人力消耗 ;;;;;;;;;;X
BUILD_TIME;建造时间 ;;;;;;;;;;X
MAXIMUM_SPEED;最大速度 ;;;;;;;;;;X
TRANSPORT_WEIGHT;运输重量 ;;;;;;;;;;X
SUPPLY_CONSUMPTION;补给消耗 ;;;;;;;;;;X
FUEL_CONSUMPTION;燃料消耗 ;;;;;;;;;;X
DEFENSIVENESS;防御能力 ;;;;;;;;;;X
TOUGHNESS;坚韧程度 ;;;;;;;;;;X
SOFTNESS;非装甲度 ;;;;;;;;;;X
AIR_DEFENCE;对空防御 ;;;;;;;;;;X
SUPPRESSION;镇压能力 ;;;;;;;;;;X
SOFT_ATTACK;非装甲进攻 ;;;;;;;;;;X
HARD_ATTACK;装甲进攻 ;;;;;;;;;;X
AIR_ATTACK;对空攻击 ;;;;;;;;;;X
COMBAT_WIDTH;战术宽度 ;;;;;;;;;;X
GDE_FROM_TECH;地面防御效率 ;;;;;;;;;;X
DIGIN_FROM_TECH;筑垒能力 ;;;;;;;;;;X
ATTACK_DELAY_FROM_TECH;发起进攻后的迟滞时间缩短 ;;;;;;;;;;X
AD_HOURS;小时 ;;;;;;;;;;X
DIVISION_SIZE_FROM_TECH;师级单位可配置的旅 ;;;;;;;;;;X
SUPPLY_TRANSFER_COST_TECH;补给运输消耗 ;;;;;;;;;;X
SUPPLY_THROUGHPUT_TECH;补给吞吐能力 ;;;;;;;;;;X
REFINERY_EFFICIENCY_TECH;精炼效率 ;;;;;;;;;;X
RADAR_EFFICIENCY_TECH;雷达效率 ;;;;;;;;;;X
RADIO_STRENGTH_TECH;雷达强度 ;;;;;;;;;;X
DECRYPTION_TECH;解码能力 ;;;;;;;;;;X
ENCRYPTION_TECH;编码能力 ;;;;;;;;;;X
INTEL_OP_US_TECH;谍报工作 ;;;;;;;;;;X
INTEL_OP_THEM_TECH;反谍工作 ;;;;;;;;;;X
CONVOY_COST_TECH;运输舰建造消耗 ;;;;;;;;;;X
CONVOY_TIME_TECH;运输舰建造时间 ;;;;;;;;;;X
ESCORT_COST_TECH;护航舰建造消耗 ;;;;;;;;;;X
ESCORT_TIME_TECH;护航舰建造时间 ;;;;;;;;;;X
UNIT_COOP_TECH;单位协作 ;;;;;;;;;;X
COMBINED_ARMS_TECH;合成兵种加成 ;;;;;;;;;;X
REINFORCE_CHANCE_TECH;战术增援机会 ;;;;;;;;;;X
ATTACK_MOVEMENT_SPEED_TECH;攻击运动 ;;;;;;;;;;X
ENABLE_UNIT_TECH;允许以下建设： ;;;;;;;;;;X
ENABLE_BUILDING_TECH;允许以下建设： ;;;;;;;;;;X
TRANSPORT_CAPABILITY;运输能力 ;;;;;;;;;;X
RANGE;航程 ;;;;;;;;;;X
DISTANCE;射程 ;;;;;;;;;;X
SURFACE_DETECTION;对海探测 ;;;;;;;;;;X
AIR_DETECTION;对空探测 ;;;;;;;;;;X
SUB_DETECTION;对潜探测 ;;;;;;;;;;X
VISIBILITY;可见度 ;;;;;;;;;;X
SEA_DEFENCE;对海防御 ;;;;;;;;;;X
CONVOY_ATTACK;护航攻击 ;;;;;;;;;;X
SEA_ATTACK;对海攻击 ;;;;;;;;;;X
SUB_ATTACK;对潜攻击 ;;;;;;;;;;X
SHORE_BOMBARDMENT;海岸炮击 ;;;;;;;;;;X
SURFACE_DEFENCE;水面防御 ;;;;;;;;;;X
STRATEGIC_ATTACK;战略攻击 ;;;;;;;;;;X
RADIO_STRENGTH;无线电强度 ;;;;;;;;;;X
HULL;船体 ;;;;;;;;;;X
POSITIONING;兵力布置 ;;;;;;;;;;X
ALLOW_ESCORTS_TECH;允许建设运输舰及护航舰 ;;;;;;;;;;X
ESCORT_EFFICIENCY_TECH;护航效率 ;;;;;;;;;;X
TARGET_CHOICE_TECH;目标选择 ;;;;;;;;;;X
TARGET_CHANCE_TECH;目标可能 ;;;;;;;;;;X
NAVAL_BASE_EFF_TECH;海军基地效率 ;;;;;;;;;;X
CASUALTY_TRICKLEBACK_TECH;伤亡恢复 ;;;;;;;;;;X
MAX_ATTRITION_TECH;损耗 ;;;;;;;;;;X
MANPOWER_GAIN_TECH;人力 ;;;;;;;;;;X
IC_MOD_TECH;IC ;;;;;;;;;;X
IC_EFFICIENCY_TECH;IC效率 ;;;;;;;;;;X
ENERGY_TO_OIL_TECH;煤转油 ;;;;;;;;;;X
IC_TO_SUPPLIES_TECH;补给生产 ;;;;;;;;;;X
PROV_AA_TECH;地区防空效率 ;;;;;;;;;;X
