xxxx;;;;;;;;;;;;;;x
ROAD_TO_WAR_NAME;战争之路 ;;;;;;;;;;X
ROAD_TO_WAR_DESC;1918年的枪声在11月11天11个小时之后沉寂了，当时被称为“最后一场战争”的第一次世界大战终于结束了，接下来的事情似乎\n就是如何争取和平。然而当法国陆军元帅斐迪南·福煦看到他所提出的《凡尔赛和约》签订之后，他说“这不是和平，这只是二\n十年的休战”。如今到了1936年1月1日，福煦的预言看来似乎正要成真。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
GATHERING_STORM_NAME;钢铁风暴 ;;;;;;;;;;X
GATHERING_STORM_DESC;战争起始于亚洲，当日本军队继续在中国的暴行时，欧洲的凡尔赛和约已经形同虚设，和平只剩下一个希望，但已十分渺茫。德\n国被重新武装起来，并且重新占领了莱茵兰，吞并了奥地利。现在她已经将目光转向苏台德地区。希特勒声称“这是我在欧洲最\n后的领土要求”。英国可能愿意信任希特勒最后一次，但在这之后情况就会有所改变了。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
BLITZKRIEG_NAME;闪电战 ;;;;;;;;;;X
BLITZKRIEG_DESC;希特勒的许诺就像一纸空文，所谓保证了一个时代和平的慕尼黑协定在六个月之内就被撕毁了。当苏联与恶魔签订互不侵犯条约\n时，盟国的军队正在为战争作准备。德国对波兰的入侵意味着战争。张伯伦希望“在有生之年看到纳粹主义的灭亡，欧洲能够走\n出其阴影并且重新傲立于世”。然而，他在第二年去世——这使得和平得以多维持一段时间。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
AWAKENING_THE_GIANT_NAME;巴巴罗萨 ;;;;;;;;;;X
AWAKENING_THE_GIANT_DESC;法国战役只持续了六个星期，德军再一次获得了巨大的成功。不列颠空战是希特勒迫使英国退出战争的一次尝试。然而丘吉尔比\n张伯伦难缠得多，他宣称“我们的政策就是用上帝所给予我们的全部能力和全部力量，在海上、陆地上和空中进行战争。”并且\n声称不会被威胁所阻碍。在西线的盟军被大海所阻挡后，来自东方的诱惑对于希特勒和德国陆军而言变得越来越不可遏制。他的\n军队开始集结于东部边境，两个欧洲巨人的较量就要展开了。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
DAY_OF_INFAMY_NAME;珍珠港 ;;;;;;;;;;X
DAY_OF_INFAMY_DESC;欧洲战场上德军对莫斯科的攻势逐渐陷入停顿，此时早已准备多时的苏联红军开始了反击，其箭头正是从远东方面军中抽调的精\n锐部队。但对远东边境不设防对斯大林而言并不是一种赌博。内务部间谍理查德·佐尔格传回红军最高统帅部的消息指出，日本\n人正把眼光对准南洋。从1937年开始对中国的侵略以来，日本在中国战场不断取得的进展以及吞并法属印度支那的行为使得它和\n美国的关系不断地恶化。美国对日本的石油禁运更使得日本统帅部不得不选择战争。“1941年12月七日，将成为我国的国耻日”\n罗斯福如是说。日本帝国海军发动了一场震惊美国的袭击。四天之后德国也不顾一切地向美国宣战……\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
THE_TIDE_HAS_TURNED_NAME;转折点 ;;;;;;;;;;X
THE_TIDE_HAS_TURNED_DESC;看似不能停止的纳粹铁蹄终于颤抖着停滞下来。日本在中途岛的失败使得美军在太平洋战场取得优势，而第六集团军在斯大林格\n勒的投降则使德国陆军受到了致命的打击。同时地中海战场日益恶化的局势使得意大利政府摇摇欲坠。但虽然丘吉尔在稍后说“\n阿拉曼战役之前，我们没有胜利。阿拉曼战役后，我们没有失败。”但是轴心国仍然拥有强大的陆军并且控制着大片的领土。通\n向胜利之路仍然很漫长。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
GOTTERDAMMERUNG_NAME;诸神的黄昏 ;;;;;;;;;;X
GOTTERDAMMERUNG_DESC;意大利投降了。日军深陷于太平洋上的岛礁。德军则在从东线撤退并且没有能够阻止盟军在西线登陆。正如日本外相所说的“我\n们正在地狱中”。\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
REPUBLICAN_NAME;走向共和 ;;;;;;;;;;X
REPUBLICAN_DESCRIPTION;大清到民国，中国人自己的奋斗史。;;;;;;;;;;X
