POS_STACK_PENALTY;舰船数量如果大于$MAX$艘，\n超出部分的每艘舰船将会给予舰队$EACH$%的兵力部署惩罚。\n该舰队总计惩罚为$TOTAL$% ;;;;;;;;;;X
EFF_POS;有效率的兵力部署 ;;;;;;;;;;X
LEADER_POSITIONING;兵力部署加成 ;;;;;;;;;;X
FLEET_POSITIONING;舰队兵力部署。\n该数值太低将导致难以击中正确的目标。\n通过升级学说可以提高舰船的兵力部署。 ;;;;;;;;;;X
UW_EDIT_THEATRE;编辑战区;;;;;;;;;;X
UW_EDIT_THEATRE_DRO;为这个战区设定省份。 ;;;;;;;;;;X
STANCE_AIR_PREPARE;空军准备 ;;;;;;;;;;X
STANCE_AIR_PREPARE_DESC;我们的空军部队目前只能执行转场以及恢复组织度的任务。 ;;;;;;;;;;X
STANCE_AIR_DEFEND;空军防御 ;;;;;;;;;;X
STANCE_AIR_DEFEND_DESC;我们的空军部队将执行转场、\n恢复组织度以及战场截击等任务。 ;;;;;;;;;;X
STANCE_AIR_ATTACK;空军进攻 ;;;;;;;;;;X
STANCE_AIR_ATTACK_DESC;我国空军将执行所有任务。 ;;;;;;;;;;X
STANCE_NAVAL_PREPARE;海军准备 ;;;;;;;;;;X
STANCE_NAVAL_PREPARE_DESC;我们的海军部队将返回港口恢复组织度。 ;;;;;;;;;;X
STANCE_NAVAL_DEFEND;海军防御 ;;;;;;;;;;X
STANCE_NAVAL_DEFEND_DESC;我们的舰队将返回港口恢复组织度并保卫我们的海岸。 ;;;;;;;;;;X
STANCE_NAVAL_ATTACK;海军进攻 ;;;;;;;;;;X
STANCE_NAVAL_ATTACK_DESC;我们的舰队已经做好准备执行所有任务。 ;;;;;;;;;;X
ALLOW_HQ_REORG;允许AI调整编制;;;;;;;;;;X
LAST_BATTLE_WINNER_LOSSES_LESS;作为胜利方损失少于 ;;;;;;;;;;X
LAST_BATTLE_WINNER_LOSSES_MORE;作为胜利方损失至少 ;;;;;;;;;;X
LAST_BATTLE_LOSER_LOSSES_LESS;作为失利方损失少于 ;;;;;;;;;;X
LAST_BATTLE_LOSER_LOSSES_MORE;作为失利方损失至少 ;;;;;;;;;;X
LAST_AIR_BATTLE_WINNER_LOSSES_LESS;空军单位胜利而且损失少于 ;;;;;;;;;;X
