xxxx;;;;;;;;;;;;;;x
tut_menu_1;基本概念;;;;;;;;;;X
tut_menu_1_description;将有专家指导你游戏的基本\n概念。\n;;;;;;;;;;X
tut_menu_2;外交;;;;;;;;;;X
tut_menu_2_description;如何赢得盟友及影响他国，\n或者武力解决？专家将亲手\n指导你。\n;;;;;;;;;;X
tut_menu_3;生产;;;;;;;;;;X
tut_menu_3_description;进行战争的能力，这非常重\n要，我们的专家将会指导你\n。\n;;;;;;;;;;X
tut_menu_4;科研;;;;;;;;;;X
tut_menu_4_description;因何赢得或者输掉战争。上\n帝眷顾最英勇的军队，而不\n是人数最多的军队。\n;;;;;;;;;;X
tut_menu_5;政治;;;;;;;;;;X
tut_menu_5_description;如果你想赢得战争，永远不\n要忽略后方。让我们的专家\n来指导你。\n;;;;;;;;;;X
tut_menu_6;情报;;;;;;;;;;X
tut_menu_6_description;知识就是力量!别忘记这点\n。\n;;;;;;;;;;X
tut_1a_1;欢迎来到钢铁雄心III!;;;;;;;;;;X
tut_1a_2;战争即将来临，你必须有所准备，在你有能力带领你的国家\n走向胜利之前，我们给你安排了一些指导。你被带到一个留\n着奇怪小胡子的小个子男人面前，他在画着一幅水平不怎么\n样的油画。他回身并用一种狂躁的神情盯着你然后开始了一\n段长达半小时的漫无边际的包括各种乱七八糟的东西的演讲\n。你开始怀疑这家伙是不是疯了。然而他逐渐平静下来并进\n入了正题。要领导国家走向胜利，你必须记住，信息至关重\n要，想要胜利就必须牢记这点。我会手把手地教你，你觉得\n能继续的时候就按确认。如果你傻得要忽略我的天才指导就\n按键返回主菜单去吧!\n本汉化包由Paradox工作组和3DM工作室联合汉化制作。;;;;;;;;;;X
tut_1a_3;基本概念;;;;;;;;;;X
tut_1a_4;这个小胡子开始神经质地走来走去，上上下下地，挥舞着手\n臂，他提高音量说道，其实用不着太紧张。不是吗？\n这是个什么游戏？\n钢铁雄心是个能按暂停键的大策略游戏。所谓的大策略就是\n说要胸怀全局，你的棋盘是整个世界而师与军就是你的棋子\n。虽然是即时战略，但是你只要按下暂停键就能暂停游戏的\n运行。\n你是谁？\n你将扮演二十世纪30年代到40年代间的某国领袖。你的职\n责就是带领你的国家走出这个动荡不安的时代并通过军事、\n外交手段使你的阵营脱颖而出。\n如何取胜？\n游戏里并没有取胜的具体定义，想要达到什么目标完全取决\n于你自己。如果扮演德国，你当然会领导轴心联盟征服世界\n，但是你也可能会选择小一些的目标，如在列强环视下保持\n你弹丸小国的独立自主。你能看到地图上有的地区有胜利点\n(关于胜利点请参看游戏手册)，这代表了某个省的价值和你\n能获得的游戏得分。\n;;;;;;;;;;X
tut_1a_5;主窗口;;;;;;;;;;X
tut_1a_6;他指着地图说，游戏中绝大部份的行动都会在这幅地图上显\n现出来，省掉波……我说棒，教棒。这幅地图分为省和地区\n以供你去占领。他指着右下角的小地图继续说道，这是你的\n好朋友。点击这里将使你迅捷地跳转到全球各地，使你的闪\n电攻势更加迅猛。在这之上你能看见一些小按钮以供切换地\n图模式。点击它们将会把地图用不同的色彩区分成你想要的\n模式，“我最喜欢标记出自己征服区域的模式了!”;;;;;;;;;;X
tut_1a_7;自然资源;;;;;;;;;;X
tut_1a_8;这个奇怪的小胡子看起来像是要回去画他蹩脚的油画了，虽然你希望他去刮刮胡子或者长\n出些正常点的胡子来。但令你失望的是他指向了资源的所在，资源对胜利至关重要。这是\n供养你战争机器的血液。你可以通过科技研究和攻占省份来获得更多资源。有些傻瓜，他\n们叫我疯子？那些傻瓜通过交易来增加资源，一开战就有被切断贸易线路的危险。如果你\n把鼠标移到图标上面就能得到更详细的信息，资源从哪来，往哪去。;;;;;;;;;;X
tut_1a_8a;能源-比如煤和水电。用来供给你的工业生产。;;;;;;;;;;X
tut_1a_8b;金属-各种常规的矿石比如铁。也用来供给你的工业生产。;;;;;;;;;;X
tut_1a_8c;稀有原料-比如铀和橡胶。用来供应工业。;;;;;;;;;;X
tut_1a_8d;原油-黑色的黄金。用来给你的军队提供燃料。;;;;;;;;;;X
tut_1a_9;工业生产力;;;;;;;;;;X
tut_1a_10;他转到工业生产力上，他的眼神又一次狂躁起来，人们说他是疯子，你\n觉得大家说得很有道理？他指着它说这是你们国家的工业生产力(IC)。\n用来生产升级补充你的部队，军队的衰败意味着国家的灭亡。遗憾的是\n工业生产力也必须用来维持人民的满意度。工厂图标边上的这三个数字\n极其重要(由左到右)：你浪费的工业生产力、基本工业生产力和可用工\n业生产力。基本工业生产力很关键，它代表着你们国家的工厂总数。可\n用工业生产力代表你实际可用的工业生产能力，它会受到科技和杰出的\n部长的影响，另外你要是缺乏资源，这个数值就会变低。浪费的工业生\n产力是人们消极怠工妨害战争的信号，必须立刻处理。消除这些浪费，\n你就可以造出更多的坦克师来解放你的邻国。我们下章会谈到这点。;;;;;;;;;;X
tut_1a_11;人力资源与领导力;;;;;;;;;;X
tut_1a_12;人力资源代表愿意为国家英勇战斗的勇士的数量，你将把这些勇者组成新的部队或者\n将他们补充到现存的部队中去。;;;;;;;;;;X
