###################################################################;;;;;;;;;;;X
# Alerts;;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
alert_country_at_war_instant;我国已经进入战争状态!;;;;;;;;;;X
alert_country_at_war_delayed;我国已经与$LIST$开战;;;;;;;;;;X
alert_troops_in_foreign_territory_instant;您有部队在外国领土上。;;;;;;;;;;X
alert_troops_in_foreign_territory_delayed;处于$LIST$。;;;;;;;;;;X
alert_deployable_units_instant;我军尚有部队可供部署。;;;;;;;;;;X
alert_deployable_units_delayed;$LIST$;;;;;;;;;;X
alert_revoltrisk_in_provinces_instant;产生游击队的可能性;;;;;;;;;;X
alert_revoltrisk_in_provinces_delayed;以下省份正面临游击队暴动的风险：\n$LIST$;;;;;;;;;;X
alert_can_invite_to_faction_instant;邀请加入您的阵营的可能性;;;;;;;;;;X
alert_can_invite_to_faction_delayed;您可以邀请$LIST$加入您的阵营。;;;;;;;;;;X
alert_resource_panic_instant;以下资源储备即将耗尽：;;;;;;;;;;X
alert_resource_panic_delayed;$LIST$;;;;;;;;;;X
alert_possible_law_instant;更有效的法案可供颁布!;;;;;;;;;;X
alert_possible_law_delayed;$LIST$;;;;;;;;;;X
alert_free_tech_slots_instant;可以有更多的科研项目。;;;;;;;;;;X
alert_free_tech_slots_delayed;我们尚未最有效地使用我们的领导力，\n我们尚有余力开展更多的研究。;;;;;;;;;;X
alert_wasted_ic_instant;IC被浪费了!;;;;;;;;;;X
alert_wasted_ic_delayed;$LIST$;;;;;;;;;;X
alert_tech_far_ahead_instant;低效率的研究;;;;;;;;;;X
alert_tech_far_ahead_delayed;$LIST$;;;;;;;;;;X
alert_lack_of_troops_instant;缺乏部队;;;;;;;;;;X
alert_lack_of_troops_delayed;$LIST$;;;;;;;;;;X
alert_bad_supply_instant;以下单位缺少补给;;;;;;;;;;X
alert_bad_supply_delayed;$LIST$;;;;;;;;;;X
RES_OUT_IN_X_DAYS;$NAME$的储备将会在$DAYS$天内耗尽。;;;;;;;;;;X
POSSIBLE_LAW;在$GROUP$项目可以颁布实施$LAW$法案(花费$MONEY$)。;;;;;;;;;;X
POSSIBLE_WASTED;我们在$NAME$上浪费了$IC$IC。;;;;;;;;;;X
TECH_AHEAD;$NAME$的研究提前了$YEAR$年。;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
# Mapmode Buttons;;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
MAPMODE_1;地形地图;;;;;;;;;;X
MAPMODE_2;政治地图;;;;;;;;;;X
MAPMODE_3;天气地图;;;;;;;;;;X
MAPMODE_4;情报地图;;;;;;;;;;X
MAPMODE_5;游击地图;;;;;;;;;;X
MAPMODE_6;外交地图;;;;;;;;;;X
MAPMODE_7G;地区地图;;;;;;;;;;X
MAPMODE_8;补给地图;;;;;;;;;;X
MAPMODE_9;交通地图;;;;;;;;;;X
MAPMODE_10;胜利点地图;;;;;;;;;;X
MAPMODE_11;战区地图;;;;;;;;;;X
MAPMODE_12;部队地图;;;;;;;;;;X
MAPMODE_13;资源地图;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
# Modifiers;;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
MODIFIER_ADDED;$WHERE$获得了\n“$WHAT$”\n到$DATE$为止，\n提供了如下效果：\n$EFFECT$\n\n;;;;;;;;;;X
MODIFIER_INFRASTRUCTURE;基础设施;;;;;;;;;;X
MODIFIER_LOCAL_INFRASTRUCTURE;基础设施;;;;;;;;;;X
MODIFIER_GLOBAL_INFRASTRUCTURE;基础设施;;;;;;;;;;X
MODIFIER_IC;IC;;;;;;;;;;X
MODIFIER_LOCAL_IC;IC;;;;;;;;;;X
MODIFIER_GLOBAL_IC;IC;;;;;;;;;;X
MODIFIER_LOCAL_CRUDE_OIL;原油;;;;;;;;;;X
MODIFIER_GLOBAL_CRUDE_OIL;原油;;;;;;;;;;X
MODIFIER_LOCAL_ENERGY;能源;;;;;;;;;;X
MODIFIER_GLOBAL_ENERGY;能源;;;;;;;;;;X
MODIFIER_LOCAL_METAL;金属;;;;;;;;;;X
MODIFIER_GLOBAL_METAL;金属;;;;;;;;;;X
MODIFIER_LOCAL_RARE_MATERIALS;稀有原料;;;;;;;;;;X
MODIFIER_GLOBAL_RARE_MATERIALS;稀有原料;;;;;;;;;;X
MODIFIER_LOCAL_SUPPLIES;补给品;;;;;;;;;;X
MODIFIER_GLOBAL_SUPPLIES;补给品;;;;;;;;;;X
MODIFIER_LOCAL_FUEL;燃料;;;;;;;;;;X
MODIFIER_GLOBAL_FUEL;燃料;;;;;;;;;;X
MODIFIER_LOCAL_MONEY;资金;;;;;;;;;;X
MODIFIER_GLOBAL_MONEY;资金;;;;;;;;;;X
MODIFIER_LOCAL_LEADERSHIP;领导力;;;;;;;;;;X
MODIFIER_GLOBAL_LEADERSHIP;领导力;;;;;;;;;;X
MODIFIER_LOCAL_LEADERSHIP_MODIFIER;领导力修正;;;;;;;;;;X
MODIFIER_GLOBAL_LEADERSHIP_MODIFIER;领导力修正;;;;;;;;;;X
MODIFIER_DRIFT_SPEED;内部原因导致的立场变化;;;;;;;;;;X
MODIFIER_SUSEPTIBILITY;遭受外部压力;;;;;;;;;;X
MODIFIER_TERRITORIAL_PRIDE;领土自豪感;;;;;;;;;;X
MODIFIER_WAR_CONSUMER_GOODS_DEMAND;战争期间消费品需求;;;;;;;;;;X
MODIFIER_PEACE_CONSUMER_GOODS_DEMAND;和平时期消费品需求;;;;;;;;;;X
MODIFIER_ESPIONAGE_BONUS;间谍加成;;;;;;;;;;X
MODIFIER_NATIONAL_UNITY;国家凝聚力;;;;;;;;;;X
MODIFIER_DISSENT;每天异议度变化;;;;;;;;;;X
MODIFIER_CONSUMER_GOODS;生活消费品;;;;;;;;;;X
MODIFIER_SUPPLY_CONSUMPTION;补给品消耗量;;;;;;;;;;X
MODIFIER_PEACETIME_MANPOWER_ROTATION;和平时期复员损耗;;;;;;;;;;X
MODIFIER_UNIT_RECRUITMENT_TIME;部队招募时间;;;;;;;;;;X
MODIFIER_UNIT_START_EXPERIENCE;初始经验;;;;;;;;;;X
MODIFIER_UNIT_REPAIR;维修速度;;;;;;;;;;X
MODIFIER_COUNTER_INTELLIGENCE;反情报;;;;;;;;;;X
MODIFIER_COUNTER_ESPIONAGE;反间谍;;;;;;;;;;X
MODIFIER_THREAT_IMPACT;威胁影响;;;;;;;;;;X
MODIFIER_PEACE_OFFMAP_INTEL;和平时期情报;;;;;;;;;;X
MODIFIER_OFFMAP_LAND_INTEL;陆军情报;;;;;;;;;;X
MODIFIER_OFFMAP_NAVAL_INTEL;海军情报;;;;;;;;;;X
MODIFIER_OFFMAP_INDUSTRY_INTEL;工业情报;;;;;;;;;;X
MODIFIER_OFFMAP_POLITICAL_INTEL;政治情报;;;;;;;;;;X
MODIFIER_COMBAT_MOVEMENT_SPEED;战斗运动速度;;;;;;;;;;X
MODIFIER_ATTACK_REINFORCE_CHANCE;攻击支援几率;;;;;;;;;;X
MODIFIER_DEFEND_REINFORCE_CHANCE;防御支援几率;;;;;;;;;;X
MODIFIER_COMBAT_WIDTH;战场宽度;;;;;;;;;;X
MODIFIER_ORG_REGAIN;组织度回复速度;;;;;;;;;;X
MODIFIER_NATIONAL_UNITY_EFFECT;国家凝聚力影响;;;;;;;;;;X
MODIFIER_RULING_PARTY_SUPPORT;执政党支持率;;;;;;;;;;X
MODIFIER_LAND_ORGANISATION;陆军组织度;;;;;;;;;;X
MODIFIER_AIR_ORGANISATION;空军组织度;;;;;;;;;;X
MODIFIER_NAVAL_ORGANISATION;海军组织度;;;;;;;;;;X
COASTAL_FORT_LEVEL;海岸堡垒等级;;;;;;;;;;X
MODIFIER_CONSUMER_GOODS_DEMAND;消费品需求;;;;;;;;;;X
MODIFIER_LOCAL_AA;防空;;;;;;;;;;X
MODIFIER_INDUSTRIAL_EFFICIENCY;IC 生产效率;;;;;;;;;;X
MODIFIER_LOCAL_PARTISAN_SUPPORT;本地游击队支持率;;;;;;;;;;X
MODIFIER_RESERVES_PENALTY_SIZE;后备惩罚影响;;;;;;;;;;X
MODIFIER_NEUTRALITY_CHANGE;改变中立;;;;;;;;;;X
MODIFIER_NAVAL_BASE_EFFICIENCY;海军基地效率;;;;;;;;;;X
MODIFIER_PARTISAN_EFFICENCY;游击队效率;;;;;;;;;;X
MODIFIER_SUPPLY_THROUGHPUT;补给吞吐能力;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
# Rules;;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
RULE_LIMITED_WAR;有限战争;;;;;;;;;;X
RULE_ALLIANCE_GUARANTEE;全联盟保障;;;;;;;;;;X
RULE_FREE_RESOURCE_GIFTS;自由资源交易;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
# Resource Tooltips;;;;;;;;;;;X
###################################################################;;;;;;;;;;;X
INFRA_IRO;基础设施;;;;;;;;;;X
INFRA_DRO;基础设施可以衡量一个省份公路铁路水平的数值。\n较好的基础设施不但可以使军队移动加快，\n还可以运送更多补给。;;;;;;;;;;X
IC_IRO;工业生产力(IC);;;;;;;;;;X
IC_DRO;工业生产力(IC)反映你的工业水准。基础IC是你各省份IC的\n总和。基础IC经过科技、部长等修正后成为可用IC。浪费\n的IC是超过生产需求的部分的总和。每个单位IC每天需要\n2单位能源、1单位金属、0.5单位稀有原料来维持。;;;;;;;;;;X
